Donor,Acceptor,Donor Smiles,Acceptor Smiles,Donor_can_smiles,Acceptor_can_smiles,PCE
PM6,ITCPTC,FC1=C(CC(CC)CCCC)SC(C2=C(SC(C)=C3)C3=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5)=C1,O=C(C/1=C\C2=CC3=C(S2)C(C(C4=CC=C(C=C4)CCCCCC)(C5=C6C=C(C7=C5)C(C8=CC=C(C=C8)CCCCCC)(C9=C7SC%10=C9SC(/C=C%11C(C%12=CSC=C%12C/%11=C(C#N)/C#N)=O)=C%10)C%13=CC=C(C=C%13)CCCCCC)C%14=CC=C(C=C%14)CCCCCC)=C6S3)C%15=CSC=C%15C1=C(C#N)/C#N,CCCCC(Cc1sc(c2c1C(=O)c1c(sc(c1C2=O)c1ccc(s1)C)c1ccc(s1)c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)CC(CCCC)CC)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=C(C#N)C#N)c2c(C1=O)csc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)csc2,12.3
PM6,ITC-2Cl,FC1=C(CC(CC)CCCC)SC(C2=C(SC(C)=C3)C3=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5)=C1,O=C(C1=C(Cl)SC=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4C=C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC=C(CCCCCC)C=C%10)C%11=C%12SC%13=C%11SC(/C=C%14C(C%15=C(Cl)SC=C%15C/%14=C(C#N)\C#N)=O)=C%13)C%12=C8)=C5S3,CCCCC(Cc1sc(c2c1C(=O)c1c(sc(c1C2=O)c1ccc(s1)C)c1ccc(s1)c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)CC(CCCC)CC)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=C(C#N)C#N)c2c(C1=O)c(sc2)Cl)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)c(sc2)Cl,13.6
PM6,IT-4F,FC1=C(CC(CC)CCCC)SC(C2=C(SC(C)=C3)C3=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5)=C1,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC%11=C9SC(/C=C%12/C(C(C=C(F)C(F)=C%13)=C%13C%12=O)=C(C#N)\C#N)=C%11)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N,CCCCC(Cc1sc(c2c1C(=O)c1c(sc(c1C2=O)c1ccc(s1)C)c1ccc(s1)c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)CC(CCCC)CC)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F,12.9
PM6,IT-4Cl,FC1=C(CC(CC)CCCC)SC(C2=C(SC(C)=C3)C3=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5)=C1,O=C1C2=C(C=C(Cl)C(Cl)=C2)C(/C1=C/C3=CC4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC7=C(C=C86)C(C9=C7SC%10=C9SC(/C=C%11/C(C%12=C(C=C(Cl)C(Cl)=C%12)C%11=O)=C(C#N)/C#N)=C%10)(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C8S4)=C(C#N)/C#N,CCCCC(Cc1sc(c2c1C(=O)c1c(sc(c1C2=O)c1ccc(s1)C)c1ccc(s1)c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)CC(CCCC)CC)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)Cl)Cl)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)Cl)Cl,12.7
PTB7-Th,FOIC,O=C(C1=C(C2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)F)OCC(CCCC)CC,O=C(C(C=CC(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC(CCCCCC)=CC=C7)=C(C8=C5C9=C(S8)C%10=C(C%11=C(C%10(C%12=CC=C(CCCCCC)C=C%12)C%13=CC(CCCCCC)=CC=C%13)C%14=C(C=C(/C=C%15C(C(C=CC(F)=C%16)=C%16C\%15=C(C#N)\C#N)=O)S%14)S%11)S9)S4,CCCCC(COC(=O)c1sc2c(c1F)c(sc2c1sc2c(c1)c(c1ccc(s1)CC(CCCC)CC)c1c(c2c2ccc(s2)CC(CCCC)CC)cc(s1)C)C)CC,CCCCCCc1cccc(c1)C1(c2ccc(cc2)CCCCCC)c2c3sc4c(c3sc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(cc2)F)C(c1c4sc2c1sc(c2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(cc2)F)(c1ccc(cc1)CCCCCC)c1cccc(c1)CCCCCC,11.7
PBDB-TF,BTP-4Cl (Y7),FC1=C(CC(CC)CCCC)SC(C2=C(SC(C)=C3)C3=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5)=C1,O=C1C(/C(C2=C1C=C(Cl)C(Cl)=C2)=C(C#N)/C#N)=C\C(S3)=C(CCCCCCCCCCC)C4=C3C(N5CC(CC)CCCC)=C(S4)C6=C5C7=C(C(SC8=C9SC(/C=C(/C(C%10=C%11C=C(Cl)C(Cl)=C%10)=C(C#N)/C#N)C%11=O)=C8CCCCCCCCCCC)=C9N7CC(CC)CCCC)C%12=NSN=C6%12,CCCCC(Cc1sc(c2c1C(=O)c1c(sc(c1C2=O)c1ccc(s1)C)c1ccc(s1)c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)CC(CCCC)CC)CC,CCCCCCCCCCCc1c(/C=C\2/C(=C(C#N)C#N)c3c(C2=O)cc(c(c3)Cl)Cl)sc2c1sc1c2n(c2c1c1nsnc1c1c2n(CC(CCCC)CC)c2c1sc1c2sc(c1CCCCCCCCCCC)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)Cl)Cl)CC(CCCC)CC,16.5
PBDB-T,IT-4F,CC1=CC=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(S6)C(C8=CC=C(CC(CC)CCCC)S8)=C9C(SC(C)=C9)=C7C%10=CC=C(CC(CC)CCCC)S%10)S1,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC%11=C9SC(/C=C%12/C(C(C=C(F)C(F)=C%13)=C%13C%12=O)=C(C#N)\C#N)=C%11)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F,9.3
PBDBTz-2,IT-4F,O=C(C1=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C12)C3=C(C4=NC=C(C)S4)SC(C5=NC=C(C6=CC7=C(C8=CC=C(CC(CCCC)CC)S8)C(C(C)=CS9)=C9C(C%10=CC=C(CC(CCCC)CC)S%10)=C7S6)S5)=C3C2=O,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC%11=C9SC(/C=C%12/C(C(C=C(F)C(F)=C%13)=C%13C%12=O)=C(C#N)\C#N)=C%11)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1c(C)cs2)c1ccc(s1)CC(CCCC)CC)c1cnc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ncc(s1)C)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F,10.4
PBDBTz-5,IT-4F,O=C(C1=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C12)C3=C(C4=CN=C(C)S4)SC(C5=CN=C(C6=CC7=C(C8=CC=C(CC(CCCC)CC)S8)C(C(C)=CS9)=C9C(C%10=CC=C(CC(CCCC)CC)S%10)=C7S6)S5)=C3C2=O,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC%11=C9SC(/C=C%12/C(C(C=C(F)C(F)=C%13)=C%13C%12=O)=C(C#N)\C#N)=C%11)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1c(C)cs2)c1ccc(s1)CC(CCCC)CC)c1ncc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1cnc(s1)C)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F,9.6
J52,ITCCM-O,FC(C(F)=C(C1=CC=C(C)S1)C2=NN(CC(CCCCCC)CCCCCCCC)N=C32)=C3C(S4)=CC=C4C5=CC6=C(C7=CC=C(CC(CC)CCCC)S7)C8=C(C=C(C)S8)C(C9=CC=C(CC(CC)CCCC)S9)=C6S5,O=C(/C1=C\C2=CC3=C(S2)C(C(C4=CC=C(C=C4)CCCCCC)(C5=C6C=C(C7=C5)C(C8=CC=C(C=C8)CCCCCC)(C9=C7SC%10=C9SC(/C=C%11C(C%12=C(C/%11=C(C#N)/C#N)SC(C)=C%12)=O)=C%10)C%13=CC=C(C=C%13)CCCCCC)C%14=CC=C(C=C%14)CCCCCC)=C6S3)C%15=C(C1=O)SC(C)=C%15,CCCCCCCCC(Cn1nc2c(n1)c(c1ccc(s1)c1sc3c(c1)c(c1ccc(s1)CC(CCCC)CC)c1c(c3c3ccc(s3)CC(CCCC)CC)cc(s1)C)c(c(c2c1ccc(s1)C)F)F)CCCCCC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C\1/C(=O)c2c(C1=O)cc(s2)C)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C/1\C(=C(C#N)C#N)c2c(C1=O)cc(s2)C,5.5
PM6,Y6,FC1=C(CC(CC)CCCC)SC(C2=C(SC(C)=C3)C3=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5)=C1,CCCCCCCCCCCC(C(S1)=C2C(N3CC(CCCC)CC)=C1C4=C3C(N(C5=C6SC7=C5SC(/C=C8/C(C9=C(C=C(C(F)=C9)F)C8=O)=C(C#N)/C#N)=C7CCCCCCCCCCC)CC(CCCC)CC)=C6C%10=NSN=C4%10)=C(S2)/C=C%11/C(C%12=C(C=C(C(F)=C%12)F)C%11=O)=C(C#N)/C#N,CCCCC(Cc1sc(c2c1C(=O)c1c(sc(c1C2=O)c1ccc(s1)C)c1ccc(s1)c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)CC(CCCC)CC)CC,CCCCCCCCCCCc1c2sc3c4c(nsn5)c5c6c7sc8c(CCCCCCCCCCC)c(/C=C9/C(c%10cc(F)c(F)cc%10C9=O)=C(C#N)/C#N)sc8c7n(CC(CC)CCCC)c6c4n(CC(CC)CCCC)c3c2sc1/C=C%11/C(c%12cc(F)c(F)cc%12C%11=O)=C(C#N)/C#N,15
J52,BTA3,FC(C(F)=C(C1=CC=C(C)S1)C2=NN(CC(CCCCCC)CCCCCCCC)N=C32)=C3C(S4)=CC=C4C5=CC6=C(C7=CC=C(CC(CC)CCCC)S7)C8=C(C=C(C)S8)C(C9=CC=C(CC(CC)CCCC)S9)=C6S5,O=C(/C(S/1)=C\C(C2=NN(CCCCCCCC)N=C23)=CC=C3C(S4)=CC5=C4C6=CC7=C(C=C6C5(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)C%10=C(C=C(C%11=CC=C(/C=C%12S/C(N(CC)C\%12=O)=C(C#N)\C#N)C%13=NN(CCCCCCCC)N=C%11%13)S%10)C7(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=C(C#N)\C#N,CCCCCCCCC(Cn1nc2c(n1)c(c1ccc(s1)c1sc3c(c1)c(c1ccc(s1)CC(CCCC)CC)c1c(c3c3ccc(s3)CC(CCCC)CC)cc(s1)C)c(c(c2c1ccc(s1)C)F)F)CCCCCC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc(s2)c1ccc(c2c1nn(n2)CCCCCCCC)/C=c/1\sc(=C(C#N)C#N)n(c1=O)CC)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1ccc(c2c1nn(n2)CCCCCCCC)/C=c\1/sc(=C(C#N)C#N)n(c1=O)CC,9.41
J52-Cl,BTA3,FC(C(F)=C(C1=CC=C(C)S1)C2=NN(CC(CCCCCC)CCCCCCCC)N=C32)=C3C(S4)=CC=C4C5=CC6=C(C7=CC(Cl)=C(CC(CC)CCCC)S7)C8=C(C=C(C)S8)C(C9=CC(Cl)=C(CC(CC)CCCC)S9)=C6S5,O=C(/C(S/1)=C\C(C2=NN(CCCCCCCC)N=C23)=CC=C3C(S4)=CC5=C4C6=CC7=C(C=C6C5(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)C%10=C(C=C(C%11=CC=C(/C=C%12S/C(N(CC)C\%12=O)=C(C#N)\C#N)C%13=NN(CCCCCCCC)N=C%11%13)S%10)C7(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=C(C#N)\C#N,CCCCCCCCC(Cn1nc2c(n1)c(c1ccc(s1)c1sc3c(c1)c(c1cc(c(s1)CC(CCCC)CC)Cl)c1c(c3c3cc(c(s3)CC(CCCC)CC)Cl)cc(s1)C)c(c(c2c1ccc(s1)C)F)F)CCCCCC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc(s2)c1ccc(c2c1nn(n2)CCCCCCCC)/C=c/1\sc(=C(C#N)C#N)n(c1=O)CC)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1ccc(c2c1nn(n2)CCCCCCCC)/C=c\1/sc(=C(C#N)C#N)n(c1=O)CC,10.5
PDCBT-2F,IT-M,CC1=C(F)C=C(S1)C2=C(C=C(S2)C3=CC(C(OCC(CCCCCC)CCCC)=O)=C(S3)C4=CC(F)=C(S4)C)C(OCC(CCCC)CCCCCC)=O,O=C1C2=C(C(/C1=C/C3=CC(SC4=C5C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CC9=C(C(C%10=CC=C(C=C%10)CCCCCC)(C%11=C9SC%12=C%11SC(/C=C%13/C(C%14=C(C%13=O)C=CC(C)=C%14)=C(C#N)\C#N)=C%12)C%15=CC=C(C=C%15)CCCCCC)C=C48)=C5S3)=C(C#N)/C#N)C=C(C)C=C2,CCCCCCC(COC(=O)c1cc(sc1c1cc(c(s1)C)F)c1cc(c(s1)c1cc(c(s1)C)F)C(=O)OCC(CCCCCC)CCCC)CCCC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(cc2)C)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(cc2)C,6.4
PTB7-Th,IEICO,O=C(C1=C(C2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)F)OCC(CCCC)CC,O=C1C2=C(C=CC=C2)C(/C1=C/C3=C(OCC(CCCC)CC)C(S4)=C(S3)C5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC(CCCCCC)=CC=C8)C9=C%10SC%11=C9SC(/C=C%12/C(C(C=CC=C%13)=C%13C%12=O)=C(C#N)\C#N)=C%11OCC(CCCC)CC)=C%10C=C6C5(C%14=CC(CCCCCC)=CC=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N,CCCCC(COC(=O)c1sc2c(c1F)c(sc2c1sc2c(c1)c(c1ccc(s1)CC(CCCC)CC)c1c(c2c2ccc(s2)CC(CCCC)CC)cc(s1)C)C)CC,CCCCCCc1cccc(c1)C1(c2ccc(cc2)CCCCCC)c2c(c3c1cc1c4sc5c(c4C(c1c3)(c1ccc(cc1)CCCCCC)c1cccc(c1)CCCCCC)sc(c5OCC(CCCC)CC)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cccc3)sc1c2sc(c1OCC(CCCC)CC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,7.2
PBQ-QF,IEICO-4F,CC1=CC2=C(S1)C(C3=CC=C(CC(CCCCC)=C)S3)=C4C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=C6N=C(C9=CC=C(OCCC(CCCC)=C)C=C9)C(C%10=CC=C(OCCC(CCCC)=C)C=C%10)=N8)S5)SC4=C2C%11=CC=C(CCC(CCCC)=C)S%11,O=C1C2=C(C(/C1=C/C3=C(C(SC4=C5C(C6=CC(CCCCCC)=CC=C6)(C7=CC=C(C=C7)CCCCCC)C8=CC9=C(C(C%10=CC(CCCCCC)=CC=C%10)(C%11=C9SC%12=C%11SC(/C=C%13/C(C%14=C(C%13=O)C=C(F)C(F)=C%14)=C(C#N)\C#N)=C%12OCC(CC)CCCC)C%15=CC=C(C=C%15)CCCCCC)C=C48)=C5S3)OCC(CC)CCCC)=C(C#N)/C#N)C=C(F)C(F)=C2,CCCCCC(=C)Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CCC(=C)CCCC)c1ccc(s1)c1c(F)c(F)c(c2c1nc(c1ccc(cc1)OCCC(=C)CCCC)c(n2)c1ccc(cc1)OCCC(=C)CCCC)c1ccc(s1)C,CCCCCCc1cccc(c1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(c(c1s2)OCC(CCCC)CC)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)(c1ccc(cc1)CCCCCC)c1cccc(c1)CCCCCC)sc(c5OCC(CCCC)CC)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F,10.5
PvBDTTAZ,O-IDTBR,FC(C(F)=C(C1=CC=CS1)C2=NN(CCC)N=C23)=C3C4=CC=C(S4)C(S5)=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C5C6=C7C(C=CS7)=C(C8=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=CS8)C9=C6C=CS9,CCCCCCCCC1(CCCCCCCC)C2=C(C=C(C(CCCCCCCC)(CCCCCCCC)C3=C4SC(C5=CC=C(/C=C6SC(N(CC)C\6=O)=S)C7=NSN=C75)=C3)C4=C2)C8=C1C=C(C9=CC=C(/C=C%10SC(N(CC)C\%10=O)=S)C%11=NSN=C%119)S8,CCCCCCCCCCCCC(Cc1csc(c1)c1c2sccc2c(c2c1ccs2)c1cc(c(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nn(n2)CCC)c1cccs1)CC(CCCCCCCCCCCC)CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCC1(CCCCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc(s2)c1ccc(c2c1nsn2)/C=C/1\SC(=S)N(C1=O)CC)(CCCCCCCC)CCCCCCCC)c1ccc(c2c1nsn2)/C=C/1\SC(=S)N(C1=O)CC,11.4
PBDB-T,NCBDT,CC1=CC=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(S6)C(C8=CC=C(CC(CC)CCCC)S8)=C9C(SC(C)=C9)=C7C%10=CC=C(CC(CC)CCCC)S%10)S1,O=C(C/1=C\C2=CC(C(C3=CC=C(C=C3)CCCCCC)(C4=C5SC6=C(CCCCCCCC)C7=C(C(CCCCCCCC)=C64)SC8=C7C(C9=CC=C(C=C9)CCCCCC)(C%10=C8SC=C%10/C=C%11C(C%12=C(C/%11=C(C#N)/C#N)C=CC(F)=C%12)=O)C%13=CC=C(C=C%13)CCCCCC)C%14=CC=C(C=C%14)CCCCCC)=C5S2)C%15=C(C1=C(C#N)/C#N)C=C(F)C=C%15,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCCCCCc1c2sc3c(c2c(c2c1c1c(s2)c2c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)ccc(c2)F)CCCCCCCC)C(c1c3scc1/C=C/1\C(=C(C#N)C#N)c2c(C1=O)cc(cc2)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC,10.19
PTPD3T,ITIC,CC(S1)=C2C(C(N(CC(CCCCCCCC)CCCCCC)C2=O)=O)=C1C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4C=C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC=C(CCCCCC)C=C%10)C%11=C%12SC%13=C%11SC(/C=C%14C(C(C=CC=C%15)=C%15C/%14=C(C#N)\C#N)=O)=C%13)C%12=C8)=C5S3,CCCCCCCCCCCCc1cc(sc1c1sc(c2c1C(=O)N(C2=O)CC(CCCCCCCC)CCCCCC)C)c1ccc(s1)c1sc(c(c1)CCCCCCCCCCCC)C,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=O)c2c(C1=C(C#N)C#N)cccc2,8.4
