Donor,Acceptor,Donor Smiles,Acceptor Smiles,Donor_can_smiles,Acceptor_can_smiles,PCE
J51,IDIC,CC(S1)=CC=C1C(C2=NN(CCCCCCCC)N=C23)=C(F)C(F)=C3C(S4)=CC=C4C(S5)=CC6=C5C(C7=CC=C(CC(CCCCCCCC)CCCCCC)S7)=C(C=C(C)S8)C8=C6C9=CC=C(CC(CCCCCCCC)CCCCCC)S9,O=C1C2=CC=CC=C2C(/C1=C/C3=CC(C4(CCCCCC)CCCCCC)=C(S3)C5=C4C=C(C(SC(/C=C6/C(C7=CC=CC=C7C6=O)=C(C#N)\C#N)=C8)=C8C9(CCCCCC)CCCCCC)C9=C5)=C(C#N)/C#N,CCCCCCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCCCCCC)CCCCCC)c1ccc(s1)c1c(F)c(F)c(c2c1nn(n2)CCCCCCCC)c1ccc(s1)C)CCCCCC,CCCCCCC1(CCCCCC)c2cc(sc2c2c1cc1c3sc(cc3C(c1c2)(CCCCCC)CCCCCC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,6.94
PDBT-T1,IDIC,CC1=CC=C(S1)C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C3C4=O)=O)C4=C(S2)C5=CC=C(S5)C(S6)=CC7=C6C8=C(C9=CC=C(CCCCCCCC)S9)C(SC%10=C%11SC(C)=C%10)=C%11C(C%12=CC=C(CCCCCCCC)S%12)=C8S7,O=C1C2=CC=CC=C2C(/C1=C/C3=CC(C4(CCCCCC)CCCCCC)=C(S3)C5=C4C=C(C(SC(/C=C6/C(C7=CC=CC=C7C6=O)=C(C#N)\C#N)=C8)=C8C9(CCCCCC)CCCCCC)C9=C5)=C(C#N)/C#N,CCCCCCCCc1ccc(s1)c1c2c3sc(cc3sc2c(c2c1sc1c2sc(c1)C)c1ccc(s1)CCCCCCCC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C,CCCCCCC1(CCCCCC)c2cc(sc2c2c1cc1c3sc(cc3C(c1c2)(CCCCCC)CCCCCC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,9.2
PTFBDT-BZS,IDIC,CC(S1)=CC2=C1C(C3=CC(F)=C(CC(CCCC)CC)C(F)=C3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(C6=CC=C(C)S6)C7=NSN=C57)S4)S8)C8=C2C9=CC(F)=C(CC(CCCC)CC)C(F)=C9,O=C1C2=CC=CC=C2C(/C1=C/C3=CC(C4(CCCCCC)CCCCCC)=C(S3)C5=C4C=C(C(SC(/C=C6/C(C7=CC=CC=C7C6=O)=C(C#N)\C#N)=C8)=C8C9(CCCCCC)CCCCCC)C9=C5)=C(C#N)/C#N,CCCCCCCCCCCCOc1c(OCCCCCCCCCCCC)c(c2ccc(s2)C)c2c(c1c1ccc(s1)c1cc3c(s1)c(c1cc(F)c(c(c1)F)CC(CCCC)CC)c1c(c3c3cc(F)c(c(c3)F)CC(CCCC)CC)sc(c1)C)nsn2,CCCCCCC1(CCCCCC)c2cc(sc2c2c1cc1c3sc(cc3C(c1c2)(CCCCCC)CCCCCC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,8.06
J70,m-ITIC,CC(S1)=CC2=C1C(C3=CC=C([Si](CC)(CC)CC)S3)=C(C=C(C4=CC=C(C(C5=NN(CC(CCCCCCCC)CCCCCC)N=C56)=C(C(F)=C6C7=CC=C(C)S7)F)S4)S8)C8=C2C9=CC=C([Si](CC)(CC)CC)S9,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=CC(CCCCCC)=C6)C7=CC(CCCCCC)=CC=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC(CCCCCC)=CC=C%14)C%15=CC=CC(CCCCCC)=C%15)C%13=C8,CCCCCCCCC(Cn1nc2c(n1)c(c1ccc(s1)C)c(c(c2c1ccc(s1)c1cc2c(s1)c(c1ccc(s1)[Si](CC)(CC)CC)c1c(c2c2ccc(s2)[Si](CC)(CC)CC)sc(c1)C)F)F)CCCCCC,CCCCCCc1cccc(c1)C1(c2cccc(c2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1cccc(c1)CCCCCC)c1cccc(c1)CCCCCC)sc(c5)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,11.62
J71,m-ITIC,CC(S1)=CC2=C1C(C3=CC=C([Si](CCC)(CCC)CCC)S3)=C(C=C(C4=CC=C(C(C5=NN(CC(CCCCCC)CCCCCCCC)N=C56)=C(C(F)=C6C7=CC=C(C)S7)F)S4)S8)C8=C2C9=CC=C([Si](CCC)(CCC)CCC)S9,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=CC(CCCCCC)=C6)C7=CC(CCCCCC)=CC=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC(CCCCCC)=CC=C%14)C%15=CC=CC(CCCCCC)=C%15)C%13=C8,CCCCCCCCC(Cn1nc2c(n1)c(c1ccc(s1)c1sc3c(c1)c(c1ccc(s1)[Si](CCC)(CCC)CCC)c1c(c3c3ccc(s3)[Si](CCC)(CCC)CCC)cc(s1)C)c(c(c2c1ccc(s1)C)F)F)CCCCCC,CCCCCCc1cccc(c1)C1(c2cccc(c2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1cccc(c1)CCCCCC)c1cccc(c1)CCCCCC)sc(c5)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,12.05
J72,m-ITIC,CC(S1)=CC2=C1C(C3=CC=C([Si](C(C)C)(C(C)C)C(C)C)S3)=C(C=C(C4=CC=C(C(C5=NN(CC(CCCCCC)CCCCCCCC)N=C56)=C(C(F)=C6C7=CC=C(C)S7)F)S4)S8)C8=C2C9=CC=C([Si](C(C)C)(C(C)C)C(C)C)S9,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=CC(CCCCCC)=C6)C7=CC(CCCCCC)=CC=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC(CCCCCC)=CC=C%14)C%15=CC=CC(CCCCCC)=C%15)C%13=C8,CCCCCCCCC(Cn1nc2c(n1)c(c1ccc(s1)C)c(c(c2c1ccc(s1)c1cc2c(s1)c(c1ccc(s1)[Si](C(C)C)(C(C)C)C(C)C)c1c(c2c2ccc(s2)[Si](C(C)C)(C(C)C)C(C)C)sc(c1)C)F)F)CCCCCC,CCCCCCc1cccc(c1)C1(c2cccc(c2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1cccc(c1)CCCCCC)c1cccc(c1)CCCCCC)sc(c5)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,10.23
J73,m-ITIC,CC(S1)=CC2=C1C(C3=CC=C([Si](CCCC)(CCCC)CCCC)S3)=C(C=C(C4=CC=C(C(C5=NN(CC(CCCCCC)CCCCCCCC)N=C56)=C(C(F)=C6C7=CC=C(C)S7)F)S4)S8)C8=C2C9=CC=C([Si](CCCC)(CCCC)CCCC)S9,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=CC(CCCCCC)=C6)C7=CC(CCCCCC)=CC=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC(CCCCCC)=CC=C%14)C%15=CC=CC(CCCCCC)=C%15)C%13=C8,CCCCCCCCC(Cn1nc2c(n1)c(c1ccc(s1)C)c(c(c2c1ccc(s1)c1cc2c(s1)c(c1ccc(s1)[Si](CCCC)(CCCC)CCCC)c1c(c2c2ccc(s2)[Si](CCCC)(CCCC)CCCC)sc(c1)C)F)F)CCCCCC,CCCCCCc1cccc(c1)C1(c2cccc(c2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1cccc(c1)CCCCCC)c1cccc(c1)CCCCCC)sc(c5)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,10.71
J74,m-ITIC,CC(S1)=CC2=C1C(C3=CC=C([Si](C)(CCCCCCCC)C)S3)=C(C=C(C4=CC=C(C(C5=NN(CC(CCCCCC)CCCCCCCC)N=C56)=C(C(F)=C6C7=CC=C(C)S7)F)S4)S8)C8=C2C9=CC=C([Si](C)(CCCCCCCC)C)S9,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=CC(CCCCCC)=C6)C7=CC(CCCCCC)=CC=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC(CCCCCC)=CC=C%14)C%15=CC=CC(CCCCCC)=C%15)C%13=C8,CCCCCCCCC(Cn1nc2c(n1)c(c1ccc(s1)C)c(c(c2c1ccc(s1)c1cc2c(s1)c(c1ccc(s1)[Si](CCCCCCCC)(C)C)c1c(c2c2ccc(s2)[Si](CCCCCCCC)(C)C)sc(c1)C)F)F)CCCCCC,CCCCCCc1cccc(c1)C1(c2cccc(c2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1cccc(c1)CCCCCC)c1cccc(c1)CCCCCC)sc(c5)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,9.63
J81,ITIC,CC(O1)=CC2=C1C(C3=CC=C([Si](CCC)(CCC)CCC)S3)=C(C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NN(CC(CCCCCC)CCCCCCCC)N=C75)S4)O8)C8=C2C9=CC=C([Si](CCC)(CCC)CCC)S9,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4C=C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC=C(CCCCCC)C=C%10)C%11=C%12SC%13=C%11SC(/C=C%14C(C(C=CC=C%15)=C%15C/%14=C(C#N)\C#N)=O)=C%13)C%12=C8)=C5S3,Cc1oc2c(c1)c(c1c(c2c2ccc([Si](CCC)(CCC)CCC)s2)cc(c2ccc(c3c(F)c(F)c(c4ccc(C)s4)c4nn(CC(CCCCCC)CCCCCCCC)nc34)s2)o1)c1ccc([Si](CCC)(CCC)CCC)s1,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=O)c2c(C1=C(C#N)C#N)cccc2,8.03
J81,m-ITIC,CC(O1)=CC2=C1C(C3=CC=C([Si](CCC)(CCC)CCC)S3)=C(C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NN(CC(CCCCCC)CCCCCCCC)N=C75)S4)O8)C8=C2C9=CC=C([Si](CCC)(CCC)CCC)S9,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=CC(CCCCCC)=C6)C7=CC(CCCCCC)=CC=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC(CCCCCC)=CC=C%14)C%15=CC=CC(CCCCCC)=C%15)C%13=C8,Cc1oc2c(c1)c(c1c(c2c2ccc([Si](CCC)(CCC)CCC)s2)cc(c2ccc(c3c(F)c(F)c(c4ccc(C)s4)c4nn(CC(CCCCCC)CCCCCCCC)nc34)s2)o1)c1ccc([Si](CCC)(CCC)CCC)s1,CCCCCCc1cccc(c1)C1(c2cccc(c2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1cccc(c1)CCCCCC)c1cccc(c1)CCCCCC)sc(c5)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,7.21
PM6,DTC-4F,FC1=C(CC(CC)CCCC)SC(C2=C(SC(C)=C3)C3=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5)=C1,O=C(C1=C(C/2=C(C#N)/C#N)C=C(F)C(F)=C1)C2=C/C3=CC4=C(C(C=C(N(C(CCCCCCCC)CCCCCCCC)C5=C6C=C7C(C(SC(/C=C8/C(C(C=C(F)C(F)=C9)=C9C8=O)=C(C#N)\C#N)=C%10)=C%10C7(C%11=CC=C(CCCCCCCC)C=C%11)C%12=CC=C(CCCCCCCC)C=C%12)=C5)C6=C%13)=C%13C4(C%14=CC=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C=C%15)S3,CCCCC(Cc1sc(c2c1C(=O)c1c(sc(c1C2=O)c1ccc(s1)C)c1ccc(s1)c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)CC(CCCC)CC)CC,CCCCCCCCC(n1c2cc3c4sc(cc4C(c3cc2c2c1cc1c3sc(cc3C(c1c2)(c1ccc(cc1)CCCCCCCC)c1ccc(cc1)CCCCCCCC)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)(c1ccc(cc1)CCCCCCCC)c1ccc(cc1)CCCCCCCC)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)CCCCCCCC,13.37
